command,mean,stddev,median,user,system,min,max
exes/ffmpeg,0.0008968148800000001,0.0000718553597305031,0.00087478788,0.000278184,0.000709136,0.00085140588,0.00102280788
/home/mschnei2/pin//pin -- exes/ffmpeg,0.4100392214800001,0.10482960020729352,0.41076490588000003,0.25809888000000003,0.15095631999999998,0.29178551188,0.5189987248800001
/home/mschnei2/pin//pin -t pintools/catmix.so -- exes/ffmpeg,2.8218089390800003,0.4351374171341885,2.61237735088,2.65643888,0.16147452,2.4408084108800003,3.52531734588
/home/mschnei2/pin//pin -t pintools/dcache.so -- exes/ffmpeg,0.7126749986800001,0.09233967515862096,0.6788829028800001,0.46184968,0.22422431999999998,0.6414532768800001,0.8686856578800001
/home/mschnei2/pin//pin -t pintools/inscount0.so -- exes/ffmpeg,0.57467371148,0.15667779652426347,0.53059389788,0.43306788,0.14003552000000002,0.44103634888000004,0.8174552958800001
/home/mschnei2/pin//pin -t pintools/inscount1.so -- exes/ffmpeg,0.60183816888,0.18854550744830303,0.68757969188,0.41219448,0.18661992,0.39807197388000004,0.7697656528800001
/home/mschnei2/pin//pin -t pintools/itrace.so -- exes/ffmpeg,2.0826945932800003,0.6829581823679057,1.63414875788,1.09564628,0.56883632,1.55301214888,2.93844298188
/home/mschnei2/pin//pin -t pintools/jumpmix.so -- exes/ffmpeg,0.39931293268000007,0.013810064881880748,0.39584405888,0.26084128,0.13484532,0.38506808388,0.42226794988000005
/home/mschnei2/pin//pin -t pintools/opcodemix.so -- exes/ffmpeg,3.2469832156800003,0.3663578146741267,3.2333852698800003,3.05901568,0.18374211999999995,2.81096423788,3.7702742808800003
/home/mschnei2/pin//pin -t pintools/proccount.so -- exes/ffmpeg,3.7634586788800006,0.244075667599228,3.6719893958800003,3.52673628,0.23440931999999998,3.5942556918800004,4.1889301868799995
