command,mean,stddev,median,user,system,min,max
exes/doitgen,0.0055997788400000015,0.00007818276981726867,0.0056128292400000005,0.0050673,0.000556176,0.0054695922400000005,0.005679943240000001
/home/mschnei2/pin//pin -- exes/doitgen,0.22608153744000004,0.0018393347568892114,0.22669908224000002,0.1494711,0.07882922,0.22311837724000003,0.22801767324000002
/home/mschnei2/pin//pin -t pintools/catmix.so -- exes/doitgen,0.69899228524,0.15248181105924113,0.7177598472400001,0.6171565,0.08329841999999998,0.5388841992400001,0.8468880172400001
/home/mschnei2/pin//pin -t pintools/dcache.so -- exes/doitgen,0.55479206084,0.13516994417069658,0.51138133624,0.44326170000000004,0.11081002,0.42380051424,0.7030744792400001
/home/mschnei2/pin//pin -t pintools/inscount0.so -- exes/doitgen,0.42489524624,0.014721286624631163,0.43104049524,0.3470585,0.07991721999999998,0.39869448124,0.43382602824
/home/mschnei2/pin//pin -t pintools/inscount1.so -- exes/doitgen,0.29453979623999993,0.002355443624829194,0.29442010024,0.20818189999999998,0.08793021999999999,0.29108858324,0.29738747324
/home/mschnei2/pin//pin -t pintools/itrace.so -- exes/doitgen,36.19275652364,2.392615842545541,35.43583034824,24.735883899999997,10.62692522,34.31210549224,40.327754688240006
/home/mschnei2/pin//pin -t pintools/jumpmix.so -- exes/doitgen,0.26955969384,0.0692834887425305,0.27044304924,0.19165249999999998,0.07940781999999999,0.19907502624,0.33918080624
/home/mschnei2/pin//pin -t pintools/opcodemix.so -- exes/doitgen,0.75879713404,0.1538277035285458,0.7115035502400001,0.6900027,0.06982641999999999,0.61450402524,0.94180808924
/home/mschnei2/pin//pin -t pintools/proccount.so -- exes/doitgen,0.9921334272400001,0.2102934063115871,0.8513846142400001,0.9014882999999999,0.09204042,0.8407564552400001,1.30676646124
