command,mean,stddev,median,user,system,min,max
exes/fdtd2d,0.01819757964,0.002069789667417005,0.018872854839999998,0.01780958,0.00045176799999999996,0.01452395784,0.01946920584
/home/mschnei2/pin//pin -- exes/fdtd2d,0.22072563104000004,0.04659586235521108,0.23962337784000004,0.14772238,0.07421552000000001,0.13748886884000003,0.24496008784000003
/home/mschnei2/pin//pin -t pintools/catmix.so -- exes/fdtd2d,0.5830760326400001,0.044659236993524316,0.56524132884,0.5238939799999999,0.060989720000000004,0.5549933878400001,0.66240705184
/home/mschnei2/pin//pin -t pintools/dcache.so -- exes/fdtd2d,0.8507322078400001,0.12490182977243734,0.85563351884,0.7452703799999998,0.10471531999999999,0.74223318484,1.05017156884
/home/mschnei2/pin//pin -t pintools/inscount0.so -- exes/fdtd2d,0.47962529584,0.10151579199258375,0.51829620484,0.4099857800000001,0.07220011999999998,0.29902042984000005,0.5377854188400001
/home/mschnei2/pin//pin -t pintools/inscount1.so -- exes/fdtd2d,0.20481863364000003,0.05893023400072382,0.18019996184000003,0.14655837999999996,0.059790319999999994,0.17430069784000002,0.31000445384
/home/mschnei2/pin//pin -t pintools/itrace.so -- exes/fdtd2d,158.95554468384,4.538202504057961,158.10313076884,109.77725597999999,44.77376072,153.50205598884,164.06118218984003
/home/mschnei2/pin//pin -t pintools/jumpmix.so -- exes/fdtd2d,0.34845455004000003,0.06735482348542879,0.37919848084,0.25681138,0.09342871999999999,0.22800993984000004,0.38013526084000004
/home/mschnei2/pin//pin -t pintools/opcodemix.so -- exes/fdtd2d,0.9649267030400001,0.07820592153647395,0.9603970178400001,0.8328657799999999,0.09415831999999999,0.8639086588400001,1.08367883784
/home/mschnei2/pin//pin -t pintools/proccount.so -- exes/fdtd2d,1.33021348384,0.379998242737333,1.5971275838399999,1.2290769799999999,0.10354911999999998,0.8709656318400001,1.61535787784
