command,mean,stddev,median,user,system,min,max
exes/riconpacker,0.0011282372200000002,0.0004380797144864164,0.00096191422,0.00039888000000000006,0.00059252,0.0008379292199999999,0.0019037162200000002
/home/mschnei2/pin//pin -- exes/riconpacker,0.46296983902,0.006499734950250304,0.46638107822,0.30751308,0.15480292,0.45278700222,0.46830468022000005
/home/mschnei2/pin//pin -t pintools/catmix.so -- exes/riconpacker,1.26507951262,0.28877850996877663,1.28054378922,1.11597048,0.14166612000000003,0.95825561522,1.5567387432200002
/home/mschnei2/pin//pin -t pintools/dcache.so -- exes/riconpacker,0.8425653496200001,0.23470134297001577,0.74871681122,0.5792950800000001,0.25187452,0.6164445202200001,1.1046309952200002
/home/mschnei2/pin//pin -t pintools/inscount0.so -- exes/riconpacker,0.53006682202,0.15287130514722497,0.42831988322000003,0.41503428,0.11557172000000002,0.42036463322,0.75244237622
/home/mschnei2/pin//pin -t pintools/inscount1.so -- exes/riconpacker,0.39364442982000003,0.12370162162027339,0.32572782622,0.26760547999999995,0.12522332,0.31876426122,0.6085044672200001
/home/mschnei2/pin//pin -t pintools/itrace.so -- exes/riconpacker,4.5407361690200005,0.8483868272964733,4.22687957822,2.54535528,1.35446692,3.83192381222,5.95462863122
/home/mschnei2/pin//pin -t pintools/jumpmix.so -- exes/riconpacker,0.68899992502,0.011328068850161046,0.68619765022,0.48946048,0.19508772,0.6791867622200001,0.7073018992200001
/home/mschnei2/pin//pin -t pintools/opcodemix.so -- exes/riconpacker,1.23148279002,0.2689871569952825,1.08204167622,1.10445368,0.12577732,1.08006589922,1.7015683072200003
/home/mschnei2/pin//pin -t pintools/proccount.so -- exes/riconpacker,1.7795567694199999,0.3591579897407631,1.8893270202200003,1.61343088,0.16505672,1.40671307522,2.21732005722
