command,mean,stddev,median,user,system,min,max
exes/sqlgui,0.00244705722,0.0036399239991338423,0.00083064722,0.000530344,0.000442912,0.0007581072199999999,0.00895785722
/home/mschnei2/pin//pin -- exes/sqlgui,0.49190399322000006,0.05574196886294803,0.46791224122,0.32786358,0.15882011999999998,0.46218121522000005,0.59146441922
/home/mschnei2/pin//pin -t pintools/catmix.so -- exes/sqlgui,1.59864517022,0.32334655662492623,1.52987251722,1.38066398,0.20826572,1.36189447822,2.15450565322
/home/mschnei2/pin//pin -t pintools/dcache.so -- exes/sqlgui,1.59167336222,0.24154725555892637,1.73328782022,1.1058289799999996,0.45598192,1.24341968422,1.78227282322
/home/mschnei2/pin//pin -t pintools/inscount0.so -- exes/sqlgui,1.13667008462,0.33358764100077676,1.24310244922,0.91453478,0.21953851999999996,0.78039893922,1.43893529122
/home/mschnei2/pin//pin -t pintools/inscount1.so -- exes/sqlgui,1.1342811556199999,0.03614097379953449,1.12712366222,0.8257115799999999,0.28946032,1.09751530222,1.19479894122
/home/mschnei2/pin//pin -t pintools/itrace.so -- exes/sqlgui,5.36015215322,1.6894178491852114,5.55066176522,2.08946498,1.14423012,2.7435036362200003,7.45784608822
/home/mschnei2/pin//pin -t pintools/jumpmix.so -- exes/sqlgui,0.73549731602,0.08065586115281913,0.69680514222,0.5089031799999999,0.19992351999999997,0.68297282922,0.87708607922
/home/mschnei2/pin//pin -t pintools/opcodemix.so -- exes/sqlgui,1.6625477066200003,0.41649141913525467,1.47755100622,1.45896478,0.19753691999999998,1.47329881322,2.4075759602200004
/home/mschnei2/pin//pin -t pintools/proccount.so -- exes/sqlgui,2.6879919820200002,0.6078501914120102,3.0779739312200003,2.38857458,0.27589932,2.0244942362200002,3.21788653722
