command,mean,stddev,median,user,system,min,max
exes/durbin,0.00062025182,0.0000792572190150525,0.00060077782,0.00042296,0.00021193599999999997,0.00054820482,0.00074960482
/home/mschnei2/pin//pin -- exes/durbin,0.22076066782000003,0.0010950730927602485,0.22030884982,0.14163396,0.08117052,0.21988647582,0.22258660382
/home/mschnei2/pin//pin -t pintools/catmix.so -- exes/durbin,0.6867661358200001,0.15253082352422737,0.6495901318200001,0.6134025600000002,0.07500352,0.54212963282,0.8499258268200001
/home/mschnei2/pin//pin -t pintools/dcache.so -- exes/durbin,0.25615067622,0.0030651511625246625,0.25804503582,0.17147855999999997,0.08339471999999999,0.25249823782,0.25856556482000004
/home/mschnei2/pin//pin -t pintools/inscount0.so -- exes/durbin,0.29636676621999997,0.07095829899267717,0.34525774582,0.22734275999999998,0.07174072,0.20060272582000002,0.34894966682
/home/mschnei2/pin//pin -t pintools/inscount1.so -- exes/durbin,0.28630646662,0.001750426825487906,0.28667427782,0.20097095999999998,0.08688732,0.28331810482,0.28792483782
/home/mschnei2/pin//pin -t pintools/itrace.so -- exes/durbin,2.4432307836200002,0.9264868756110921,1.7997342628200002,1.67406516,0.73555132,1.76780571682,3.7073966678200003
/home/mschnei2/pin//pin -t pintools/jumpmix.so -- exes/durbin,0.32516517742,0.002879708100319428,0.32449260482000003,0.22966096,0.09692332000000001,0.32198847182,0.32960899982
/home/mschnei2/pin//pin -t pintools/opcodemix.so -- exes/durbin,0.7670423814200001,0.15658206718738332,0.7616393458200001,0.6904597599999999,0.07813511999999999,0.6084779618200001,0.9293862838200001
/home/mschnei2/pin//pin -t pintools/proccount.so -- exes/durbin,1.03271217522,0.19719766332028338,1.02237444982,0.9355841599999998,0.09911812,0.7983616438200001,1.23124777382
