command,mean,stddev,median,user,system,min,max
exes/lud_ret0,0.0105325763,0.022667714141708737,0.0004111621000000001,0.0002907,0.00014953200000000002,0.0003367461000000001,0.0510816781
/home/mschnei2/pin//pin -- exes/lud_ret0,0.18614995250000002,0.0016175313359019724,0.1866740721,0.1218721,0.06654582,0.1835640721,0.18769440010000002
/home/mschnei2/pin//pin -t pintools/catmix.so -- exes/lud_ret0,0.8460491659,0.12492410950106565,0.9157376931000001,0.6581831,0.07475341999999999,0.6302866231,0.9238474491
/home/mschnei2/pin//pin -t pintools/dcache.so -- exes/lud_ret0,0.38958197270000006,0.0371055385375046,0.37055866810000004,0.2301405,0.10573141999999999,0.35505368210000005,0.43524219410000003
/home/mschnei2/pin//pin -t pintools/inscount0.so -- exes/lud_ret0,0.2540402343,0.10136974637322822,0.21454156310000003,0.1582627,0.05668681999999999,0.16372815710000002,0.3853247971
/home/mschnei2/pin//pin -t pintools/inscount1.so -- exes/lud_ret0,0.2450037673,0.0014512866642645745,0.24477736710000003,0.16955749999999997,0.07784801999999999,0.24383283710000003,0.24743878910000003
/home/mschnei2/pin//pin -t pintools/itrace.so -- exes/lud_ret0,1.0930097409,0.23350579807845812,1.1053165750999998,0.3878199,0.30057742,0.8007251061,1.3451458091
/home/mschnei2/pin//pin -t pintools/jumpmix.so -- exes/lud_ret0,0.24820635330000002,0.05437429481688001,0.27263567910000003,0.1728685,0.07772061999999999,0.1509607621,0.2735565761
/home/mschnei2/pin//pin -t pintools/opcodemix.so -- exes/lud_ret0,0.8298650163000001,0.13934365227799744,0.8929370431000001,0.7501371,0.08201422,0.5806390091,0.8943884931
/home/mschnei2/pin//pin -t pintools/proccount.so -- exes/lud_ret0,1.1579692428999997,0.12175754671885389,1.1771734650999999,1.0044081,0.10805541999999999,0.9556885941000001,1.2793662180999998
