command,mean,stddev,median,user,system,min,max
exes/cholesky,0.06713558394,0.005255933983521817,0.06520522394,0.06582772,0.00125772,0.06194804694,0.07336418994
/home/mschnei2/pin//pin -- exes/cholesky,0.21664632234,0.020842595145473007,0.20948097194,0.16136732000000004,0.05625532,0.20306374794,0.25314328394
/home/mschnei2/pin//pin -t pintools/catmix.so -- exes/cholesky,0.76807533694,0.03668834061360883,0.76512369094,0.7046111199999998,0.06477092,0.73357570594,0.82790514594
/home/mschnei2/pin//pin -t pintools/dcache.so -- exes/cholesky,2.4022735967399997,0.04652579521689065,2.38024313194,2.3007553199999995,0.10144671999999999,2.36946931694,2.48200112494
/home/mschnei2/pin//pin -t pintools/inscount0.so -- exes/cholesky,0.5926653071400001,0.12583748102839323,0.52564510494,0.5277519199999999,0.06652072,0.51295848994,0.8082250669400001
/home/mschnei2/pin//pin -t pintools/inscount1.so -- exes/cholesky,0.29629749994000004,0.06756137006495128,0.26708529794,0.22769111999999997,0.07013952000000001,0.25862841794,0.41663883594000006
/home/mschnei2/pin//pin -t pintools/itrace.so -- exes/cholesky,638.88905881874,34.87034987262196,645.3221466849401,434.15096212,178.84406932000002,592.36869363394,685.4703548309401
/home/mschnei2/pin//pin -t pintools/jumpmix.so -- exes/cholesky,0.55429541314,0.026158104093408224,0.56627759494,0.4539387199999999,0.10198032000000001,0.50762551994,0.56805066494
/home/mschnei2/pin//pin -t pintools/opcodemix.so -- exes/cholesky,0.9413007093400001,0.10047854307955419,0.94998665394,0.8455781199999999,0.07326752,0.82746432194,1.0658499059400002
/home/mschnei2/pin//pin -t pintools/proccount.so -- exes/cholesky,1.8644333331399998,0.7105654362514094,1.59417348594,1.7297233200000002,0.11204352,1.42571265194,3.12695488294
