command,mean,stddev,median,user,system,min,max
exes/syrk_ret0,0.0004129736800000001,0.0000888432339641011,0.00040785188000000015,0.00034345999999999997,0.00008739999999999998,0.00033895788000000014,0.0005597178800000002
/home/mschnei2/pin//pin -- exes/syrk_ret0,0.11362876428000002,0.006493513657874358,0.10940459188000001,0.07078506,0.0450615,0.10868971888000001,0.12215808688000002
/home/mschnei2/pin//pin -t pintools/catmix.so -- exes/syrk_ret0,0.76541883308,0.14169097573956319,0.80673904088,0.6742130599999998,0.07196589999999999,0.51728002488,0.87238494188
/home/mschnei2/pin//pin -t pintools/dcache.so -- exes/syrk_ret0,0.36001962168000007,0.0024713476430785067,0.35971693188000003,0.24560266,0.1150475,0.35738012488000004,0.36407870188
/home/mschnei2/pin//pin -t pintools/inscount0.so -- exes/syrk_ret0,0.29340988108,0.001242919639147163,0.29392282188,0.22436766000000002,0.07154189999999999,0.29121010788,0.29414518888
/home/mschnei2/pin//pin -t pintools/inscount1.so -- exes/syrk_ret0,0.24555446948000004,0.0018226600709835548,0.24497557688000002,0.17783105999999999,0.07004009999999998,0.24350437188000001,0.24773677888
/home/mschnei2/pin//pin -t pintools/itrace.so -- exes/syrk_ret0,0.8054595034800001,0.5813138140945702,0.65461130788,0.26644546,0.40174649999999995,0.36349826788,1.8206328438800001
/home/mschnei2/pin//pin -t pintools/jumpmix.so -- exes/syrk_ret0,0.22712860628000003,0.06058586354874602,0.26948762488,0.15864286,0.07049249999999999,0.15557654688,0.27245865588
/home/mschnei2/pin//pin -t pintools/opcodemix.so -- exes/syrk_ret0,0.80688419988,0.12938362999131606,0.88041582988,0.7380644599999998,0.0711331,0.5850424078800001,0.88540177088
/home/mschnei2/pin//pin -t pintools/proccount.so -- exes/syrk_ret0,1.0460760262800002,0.17291794100866434,1.16995943088,0.9495288599999998,0.0991319,0.8365356578800001,1.17550785088
