command,mean,stddev,median,user,system,min,max
exes/fib,0.6285538843399999,0.11847842890212748,0.55397028014,0.62797956,0.00041544399999999995,0.53573102914,0.80244685914
/home/mschnei2/pin//pin -- exes/fib,1.23214068874,0.2585739723182004,1.08281140314,1.16665076,0.06714413999999999,0.98621488414,1.5139166071399999
/home/mschnei2/pin//pin -t pintools/catmix.so -- exes/fib,2.15726899794,0.10758933004726501,2.0962077631400002,2.0946587599999997,0.06457414,2.09075145114,2.3415809601400004
/home/mschnei2/pin//pin -t pintools/dcache.so -- exes/fib,11.17671382194,0.2487018104223528,11.17642567514,11.08790676,0.08810514,10.802942528140001,11.44164941814
/home/mschnei2/pin//pin -t pintools/inscount0.so -- exes/fib,5.43352176714,0.694410116032861,5.26899105814,5.368558559999999,0.06673374,4.727485222139999,6.36824287614
/home/mschnei2/pin//pin -t pintools/inscount1.so -- exes/fib,3.25748228714,0.149968260275684,3.19382797014,3.19056976,0.06885854,3.10640970314,3.4210400501400002
/home/mschnei2/pin//pin -t pintools/itrace.so -- exes/fib,10768.566675557542,1182.2503448279572,10497.431999662142,4679.18454036,1980.7303217399997,9238.43406375314,12485.157772240142
/home/mschnei2/pin//pin -t pintools/jumpmix.so -- exes/fib,4.891096463139999,0.012761480615357963,4.88728351114,4.82744956,0.06483014000000001,4.88122010414,4.9124840461399994
/home/mschnei2/pin//pin -t pintools/opcodemix.so -- exes/fib,2.4790067325400003,0.0037544576053456947,2.47824552414,2.4221117599999995,0.05860793999999999,2.4745596741400004,2.48480726314
/home/mschnei2/pin//pin -t pintools/proccount.so -- exes/fib,5.20768135314,0.0035316058610172104,5.20679036214,5.139857360000001,0.06954994,5.20439445314,5.21304173214
