command,mean,stddev,median,user,system,min,max
exes/pacalc,0.00104993888,0.0011261756324961927,0.0006265740799999999,0.00046866,0.000170408,0.00030423907999999983,0.00304802508
/home/mschnei2/pin//pin -- exes/pacalc,0.34872577888,0.08263726704991495,0.40019132208,0.23456706,0.11382847999999998,0.21467131508,0.40589237408000006
/home/mschnei2/pin//pin -t pintools/catmix.so -- exes/pacalc,1.2495130326800001,0.21444952555905702,1.3474154420800002,1.1157134599999998,0.13379828,0.86603648508,1.3507237630800002
/home/mschnei2/pin//pin -t pintools/dcache.so -- exes/pacalc,0.78099437668,0.20871781437054024,0.71637324208,0.5223100599999999,0.20205007999999997,0.51820079008,1.05061760808
/home/mschnei2/pin//pin -t pintools/inscount0.so -- exes/pacalc,0.47961447388000006,0.1329579611622257,0.40551822708000007,0.38791146,0.09241967999999999,0.37640489408000005,0.66797127108
/home/mschnei2/pin//pin -t pintools/inscount1.so -- exes/pacalc,0.28070209808,0.00168309857732947,0.28133406808000005,0.20101785999999996,0.07941308,0.27837163008000004,0.28214752008000005
/home/mschnei2/pin//pin -t pintools/itrace.so -- exes/pacalc,2.89378657808,0.9345916540063991,2.6978795770799997,1.3057740599999998,0.76966068,1.67492960808,3.95484487508
/home/mschnei2/pin//pin -t pintools/jumpmix.so -- exes/pacalc,0.59223052908,0.007398257626275343,0.59483771808,0.42145826,0.17009928,0.57924450008,0.59775295308
/home/mschnei2/pin//pin -t pintools/opcodemix.so -- exes/pacalc,1.26433246428,0.28691038172294253,1.22673236108,1.10982446,0.12351987999999998,0.96671055208,1.6214420370800002
/home/mschnei2/pin//pin -t pintools/proccount.so -- exes/pacalc,1.5318699288800002,0.27700789766619377,1.46089967208,1.39254506,0.13960427999999997,1.25534718508,1.9645275340800001
